order_id,user_id,order_date,amount,status
156,9521,2024-11-05,65.54,completed
157,7431,2024-06-23,110.26,completed
158,4682,2024-05-28,78.59,completed
159,1842,2024-09-20,157.83,completed
160,1687,2024-05-02,249.86,completed
161,7009,2024-07-24,45.23,completed
162,1376,2024-09-22,75.21,completed
163,9242,2024-01-16,145.95,completed
164,292,2024-02-07,80.65,completed
165,9820,2024-12-22,10.33,cancelled
166,5690,2024-07-25,52.88,cancelled
167,7391,2024-09-04,80.14,completed
168,927,2024-05-17,187.52,completed
169,6503,2024-11-23,72.16,completed
170,8315,2024-06-16,30.77,completed
171,6054,2024-08-25,81.56,completed
172,3628,2024-12-22,175.01,completed
173,8345,2024-09-10,39.42,cancelled
174,9394,2024-11-29,43.87,completed
175,8670,2024-04-15,39.95,completed
176,7355,2024-05-10,19.79,completed
177,7869,2024-04-14,69.73,completed
178,4103,2024-04-13,63.63,refunded
179,8663,2024-11-07,11.75,completed
180,1721,2024-02-08,32.99,completed
181,8723,2024-04-09,76.84,completed
182,879,2024-09-11,108.43,completed
183,7117,2024-08-14,129.75,completed
184,7679,2024-05-31,114.67,completed
185,5043,2024-06-28,66.58,completed
186,3995,2024-10-27,16.55,completed
187,9363,2024-09-19,55.7,completed
188,5721,2024-10-17,3.83,cancelled
189,9808,2024-04-03,77.12,completed
190,9814,2024-10-12,38.26,completed
191,995,2024-09-17,6.96,completed
192,7432,2024-08-16,87.88,refunded
193,5451,2024-10-26,173.61,completed
194,1297,2024-03-16,14.05,completed
195,552,2024-07-20,93.17,completed
196,3146,2024-05-11,48.35,completed
197,9406,2024-09-20,34.54,completed
198,256,2024-09-25,34.61,completed
199,5296,2024-03-10,48.34,completed
200,3090,2024-05-01,48.19,cancelled
201,7924,2024-07-31,64.55,completed
202,6132,2024-01-05,31.59,completed
203,5978,2024-09-18,37.73,completed
204,5817,2024-01-04,99.49,completed
205,7028,2024-11-18,29.05,completed
206,3196,2024-01-27,80.85,completed
207,6219,2024-01-05,50.41,completed
208,1442,2024-06-08,42.29,completed
209,6148,2024-02-07,211.37,cancelled
210,2734,2024-07-22,20.26,completed
211,1315,2024-02-10,181.62,completed
212,6553,2024-09-23,119.61,completed
213,4655,2024-06-22,39.13,cancelled
214,5479,2024-05-16,122.0,completed
215,8481,2024-03-26,1.82,completed
216,3796,2024-10-08,35.97,completed
217,8876,2024-04-20,29.43,completed
218,5593,2024-04-07,88.64,completed
219,4958,2024-03-15,109.93,cancelled
220,4453,2024-01-14,87.6,completed
221,1970,2024-01-10,73.29,completed
222,4968,2024-08-28,127.63,completed
223,3398,2024-02-05,115.37,completed
224,7569,2024-01-23,38.31,completed
225,5219,2024-12-30,42.12,completed
226,9241,2024-08-18,110.84,completed
227,6549,2024-09-12,64.06,completed
228,7001,2024-12-13,67.5,refunded
229,4150,2024-11-20,74.34,completed
230,2281,2024-03-25,10.9,completed
231,5624,2024-08-20,36.83,completed
232,9075,2024-09-04,94.21,completed
233,5026,2024-02-17,36.56,completed
234,5575,2024-10-01,55.12,completed
235,7898,2024-02-16,93.77,completed
236,4803,2024-02-03,132.55,completed
237,6582,2024-11-28,143.47,completed
238,3585,2024-08-22,149.03,completed
239,4162,2024-02-20,59.37,completed
240,7612,2024-05-26,54.6,completed
241,4222,2024-09-11,22.84,completed
242,2860,2024-10-23,174.27,completed
243,37,2024-12-15,52.76,completed
244,1206,2024-09-08,171.55,completed
245,8837,2024-08-07,82.48,cancelled
246,4495,2024-11-07,136.78,cancelled
247,9050,2024-03-12,62.57,completed
248,2925,2024-12-13,100.53,completed
249,817,2024-02-13,139.97,completed
250,9856,2024-09-27,44.07,completed
251,8643,2024-03-12,149.57,completed
252,2428,2024-04-08,25.96,completed
253,4778,2024-04-24,207.73,completed
254,2929,2024-06-30,74.57,completed
255,1483,2024-09-13,37.34,completed
256,1944,2024-12-29,117.98,completed
257,6198,2024-01-30,85.32,cancelled
258,5626,2024-09-05,11.6,completed
259,2190,2024-06-25,48.36,completed
260,9692,2024-12-24,27.18,cancelled
261,906,2024-04-17,29.48,completed
262,5404,2024-10-25,28.52,completed
263,303,2024-06-14,97.17,completed
264,1307,2024-09-25,124.33,completed
265,9713,2024-12-16,34.41,completed
266,9985,2024-09-16,8.27,completed
267,8609,2024-10-25,240.17,completed
268,7283,2024-10-26,75.17,refunded
269,92,2024-05-05,118.59,completed
270,5903,2024-04-09,57.07,completed
271,7507,2024-03-03,6.14,completed
272,9579,2024-10-30,90.39,completed
273,4970,2024-01-29,193.39,completed
274,3001,2024-04-17,39.17,completed
275,2839,2024-10-28,5.21,completed
276,8585,2024-01-25,22.71,refunded
277,7480,2024-05-28,122.61,completed
278,5732,2024-05-30,84.84,completed
279,6647,2024-05-09,149.99,completed
280,5253,2024-01-24,67.12,completed
281,7891,2024-04-10,108.63,completed
282,1959,2024-11-11,47.2,completed
283,7123,2024-04-12,24.5,completed
284,1989,2024-03-10,108.84,completed
285,3092,2024-06-20,124.0,completed
286,4052,2024-01-27,39.97,completed
287,470,2024-07-09,181.92,completed
288,4021,2024-12-26,185.29,completed
289,3395,2024-03-18,28.69,refunded
290,333,2024-08-25,29.94,completed
291,8470,2024-06-01,31.26,completed
292,9808,2024-03-10,60.34,completed
293,4615,2024-09-07,49.09,completed
294,7612,2024-07-10,19.44,completed
295,9444,2024-02-12,32.1,completed
296,3618,2024-02-25,6.32,refunded
297,9545,2024-07-28,7.98,completed
298,3192,2024-10-25,15.7,completed
299,3859,2024-06-16,231.52,completed
300,7772,2024-03-25,213.29,completed
301,7340,2024-08-26,113.33,refunded
302,8139,2024-09-06,40.33,completed
303,8906,2024-02-11,15.42,completed
304,2313,2024-12-20,66.03,completed
305,2054,2024-06-20,92.22,cancelled
306,7373,2024-10-04,34.93,completed
307,1712,2024-04-10,88.65,completed
308,9084,2024-02-10,22.5,completed
309,1080,2024-01-14,41.05,completed
310,8754,2024-01-29,54.21,completed
311,1669,2024-01-28,217.48,completed
312,9867,2024-08-09,31.67,completed
313,4448,2024-10-09,91.88,completed
314,4699,2024-04-07,27.4,completed
315,2598,2024-10-28,23.93,completed
316,6624,2024-06-22,34.79,completed
317,1916,2024-01-08,67.83,cancelled
318,3784,2024-12-14,197.94,completed
319,3271,2024-07-12,39.57,completed
320,5522,2024-02-27,124.66,completed
321,7469,2024-09-10,224.64,completed
322,5602,2024-09-05,80.82,cancelled
323,605,2024-01-01,140.69,cancelled
324,8187,2024-12-28,33.11,completed
325,1155,2024-01-15,90.1,completed
326,3404,2024-09-15,107.36,completed
327,4227,2024-05-31,18.49,completed
328,4996,2024-04-13,30.19,completed
329,4430,2024-02-28,52.31,completed
330,3859,2024-09-28,35.66,completed
331,7581,2024-05-08,57.37,completed
332,247,2024-12-17,15.8,completed
333,1915,2024-05-31,210.13,completed
334,2395,2024-08-11,133.68,completed
335,4167,2024-01-02,465.4,completed
336,6702,2024-07-19,20.84,completed
337,179,2024-10-01,92.7,completed
338,4625,2024-10-26,35.96,completed
339,2364,2024-07-09,23.8,refunded
340,26,2024-07-04,128.49,completed
341,4998,2024-06-18,69.55,completed
342,3418,2024-06-05,49.45,completed
343,5768,2024-11-23,82.65,completed
344,8043,2024-10-09,31.4,completed
345,2857,2024-10-30,30.44,completed
346,9512,2024-11-11,37.13,completed
347,8883,2024-11-01,146.6,completed
348,3902,2024-01-28,138.49,completed
349,8041,2024-07-28,19.87,cancelled
350,1040,2024-03-28,204.12,completed
351,1318,2024-01-02,65.05,completed
352,5962,2024-05-29,91.58,completed
353,7471,2024-09-24,36.07,completed
354,1151,2024-11-13,67.76,completed
355,7265,2024-10-29,23.66,completed
356,5938,2024-07-06,33.88,completed
357,5743,2024-02-17,121.14,completed
358,2928,2024-08-08,123.14,completed
359,6000,2024-07-26,94.69,completed
360,4933,2024-12-29,46.85,completed
361,6942,2024-05-19,19.52,cancelled
362,2744,2024-05-09,158.85,completed
363,1823,2024-09-21,129.57,completed
364,6146,2024-04-27,9.66,completed
365,8463,2024-06-04,124.63,completed
366,1859,2024-01-22,49.42,completed
367,1487,2024-09-02,109.92,completed
368,8710,2024-09-08,16.02,refunded
369,5878,2024-02-05,37.76,completed
370,6680,2024-05-21,71.67,refunded
371,6351,2024-07-26,210.19,completed
372,5283,2024-11-27,71.81,completed
373,6604,2024-05-12,142.56,completed
374,6623,2024-02-01,79.38,cancelled
375,8869,2024-11-22,77.26,cancelled
376,7063,2024-06-27,98.45,cancelled
377,1006,2024-10-22,63.69,completed
378,1967,2024-10-24,119.1,refunded
379,7674,2024-04-22,25.38,completed
380,6042,2024-09-08,64.04,completed
381,7819,2024-03-19,222.17,completed
382,5409,2024-03-09,146.66,cancelled
383,574,2024-08-03,84.65,completed
384,1138,2024-01-16,132.97,completed
385,2149,2024-05-29,184.06,refunded
386,7022,2024-09-13,8.14,completed
387,834,2024-03-15,53.37,completed
388,8478,2024-04-26,37.65,completed
389,788,2024-09-27,17.31,completed
390,1369,2024-05-31,243.45,completed
391,1377,2024-12-14,101.88,completed
392,1668,2024-02-11,129.73,completed
393,8594,2024-09-01,39.11,completed
394,7916,2024-09-24,52.44,completed
395,5118,2024-05-19,66.4,completed
396,3930,2024-07-07,89.45,completed
397,4979,2024-02-02,115.99,refunded
398,7673,2024-12-09,110.81,cancelled
399,9595,2024-09-02,55.31,completed
400,2206,2024-06-19,188.94,completed
401,5803,2024-10-12,163.83,completed
402,6454,2024-03-14,82.87,completed
403,50,2024-02-24,68.34,completed
404,8495,2024-01-14,51.95,completed
405,5519,2024-03-15,89.83,cancelled
406,4225,2024-01-10,157.98,completed
407,1965,2024-10-06,69.56,completed
408,4906,2024-08-18,41.85,completed
409,6019,2024-04-02,68.37,completed
410,433,2024-07-08,84.02,completed
411,5522,2024-05-30,23.75,completed
412,1720,2024-01-25,18.12,completed
413,6297,2024-11-03,42.8,completed
414,1183,2024-07-28,188.68,completed
415,6475,2024-09-06,151.95,completed
416,8396,2024-04-29,13.99,completed
417,615,2024-07-13,29.18,completed
418,6625,2024-07-26,114.59,completed
419,3374,2024-11-19,47.5,completed
420,4003,2024-11-11,93.41,completed
421,2143,2024-06-23,14.91,refunded
422,2341,2024-01-07,67.3,completed
423,5631,2024-01-15,61.98,completed
424,7601,2024-05-11,130.17,refunded
425,1548,2024-01-22,89.47,completed
426,5815,2024-05-11,74.33,completed
427,9798,2024-11-01,11.36,refunded
428,4032,2024-10-07,226.94,completed
429,4541,2024-01-17,108.81,completed
430,7977,2024-06-06,36.27,completed
431,3071,2024-02-15,72.9,completed
432,9585,2024-03-23,48.72,cancelled
433,8237,2024-11-09,56.6,completed
434,3756,2024-09-10,150.33,cancelled
435,2467,2024-09-16,29.05,completed
436,6118,2024-07-22,112.05,completed
437,4283,2024-06-27,154.7,refunded
438,4452,2024-09-20,99.88,refunded
439,948,2024-12-03,58.91,cancelled
440,5488,2024-12-05,33.98,cancelled
441,7703,2024-07-27,38.35,completed
442,293,2024-02-27,74.05,completed
443,3411,2024-10-14,69.44,completed
444,224,2024-08-12,122.08,completed
445,7119,2024-03-31,16.11,completed
446,1547,2024-12-25,149.04,completed
447,2300,2024-01-28,327.49,completed
448,2917,2024-01-15,63.43,completed
449,1240,2024-10-12,55.94,completed
450,7298,2024-02-24,60.3,refunded
451,3508,2024-07-08,72.11,completed
452,4951,2024-09-10,52.44,completed
453,2676,2024-01-08,8.35,completed
454,3555,2024-07-02,59.25,completed
455,7887,2024-12-18,75.46,completed
456,9939,2024-12-22,160.15,completed
457,1947,2024-08-28,28.7,refunded
458,9309,2024-01-18,204.37,completed
459,5327,2024-04-04,49.53,cancelled
460,7602,2024-09-29,32.0,refunded
461,7682,2024-09-08,108.83,completed
462,3005,2024-02-20,44.91,completed
463,8915,2024-01-06,64.39,completed
464,9077,2024-03-07,67.87,completed
465,2611,2024-09-02,104.42,completed
466,6763,2024-01-20,62.9,completed
467,1398,2024-12-17,57.58,completed
468,1326,2024-04-29,48.47,cancelled
469,9170,2024-11-14,97.03,completed
470,8703,2024-11-04,42.95,completed
471,2795,2024-02-07,163.79,refunded
472,6442,2024-06-26,68.45,completed
473,4573,2024-08-25,12.09,completed
474,4695,2024-03-07,83.97,completed
475,9683,2024-11-20,94.38,completed
476,6747,2024-08-17,165.05,completed
477,4490,2024-01-25,35.37,completed
478,3975,2024-11-13,30.87,completed
479,419,2024-11-13,106.92,completed
480,3121,2024-02-11,146.98,refunded
481,2949,2024-02-14,34.12,completed
482,8770,2024-07-12,81.74,completed
483,7276,2024-08-19,63.75,completed
484,6652,2024-11-06,35.21,completed
485,7578,2024-08-27,60.85,completed
486,9022,2024-03-26,139.88,completed
487,5543,2024-01-25,68.68,completed
488,6091,2024-11-08,58.34,completed
489,755,2024-03-19,102.95,completed
490,1350,2024-06-14,148.68,cancelled
491,8088,2024-05-11,28.23,completed
492,7820,2024-11-11,84.26,completed
493,2788,2024-11-20,49.8,completed
494,6394,2024-10-13,68.91,completed
495,7600,2024-09-20,108.8,completed
496,3775,2024-06-05,53.09,completed
497,5431,2024-05-05,62.53,completed
498,1754,2024-02-16,132.07,completed
499,1407,2024-09-22,92.72,completed
500,6811,2024-08-11,61.42,completed
501,5367,2024-07-31,74.14,refunded
502,7652,2024-02-23,70.08,completed
503,1032,2024-05-04,11.08,completed
504,5001,2024-11-20,75.1,completed
505,6324,2024-11-04,20.23,refunded
506,4087,2024-03-23,145.84,completed
507,5769,2024-10-23,19.75,completed
508,311,2024-01-18,47.78,completed
509,4569,2024-08-18,40.55,completed
510,4775,2024-03-08,183.54,completed
511,7312,2024-05-10,141.7,completed
512,6481,2024-01-25,4.69,completed
513,5423,2024-02-16,66.05,completed
514,6717,2024-04-16,23.92,completed
515,4465,2024-02-24,75.31,completed
516,5270,2024-10-21,107.05,completed
517,2090,2024-06-10,80.14,completed
518,678,2024-03-06,111.68,refunded
519,638,2024-09-27,54.25,completed
520,2954,2024-05-23,82.05,completed
521,2665,2024-08-02,108.89,completed
522,8459,2024-03-05,46.28,completed
523,3637,2024-06-19,31.58,cancelled
524,7973,2024-04-04,38.66,completed
525,7243,2024-12-25,60.77,completed
526,4197,2024-08-14,67.45,refunded
527,3953,2024-01-16,85.58,refunded
528,197,2024-02-21,35.39,completed
529,2741,2024-02-08,111.13,completed
530,9656,2024-11-03,211.71,completed
531,2773,2024-11-25,40.81,completed
532,1682,2024-09-02,290.42,completed
533,5644,2024-08-25,230.52,cancelled
534,9946,2024-05-26,67.28,completed
535,765,2024-10-29,59.35,completed
536,9061,2024-03-02,38.18,completed
537,5274,2024-01-07,122.75,completed
538,9469,2024-12-07,70.8,completed
539,6335,2024-07-08,76.57,completed
540,3993,2024-02-01,32.2,completed
541,9622,2024-01-03,125.17,completed
542,3109,2024-01-03,55.67,completed
543,5634,2024-03-10,25.69,completed
544,3235,2024-12-25,63.25,completed
545,6160,2024-02-04,34.12,completed
546,6199,2024-10-01,165.21,completed
547,183,2024-09-10,228.55,completed
548,1725,2024-08-18,64.67,completed
549,3500,2024-12-10,139.03,completed
550,2446,2024-04-20,136.69,completed
551,2964,2024-06-10,0.89,completed
552,2253,2024-09-26,38.72,completed
553,3936,2024-11-09,73.18,completed
554,8292,2024-11-03,47.29,completed
555,4046,2024-10-27,36.12,completed
556,3143,2024-07-03,142.97,completed
557,423,2024-09-25,45.75,completed
558,1150,2024-02-19,85.75,completed
559,4033,2024-03-21,134.56,completed
560,6744,2024-02-25,171.75,completed
561,5871,2024-09-05,25.81,completed
562,4720,2024-04-15,28.01,completed
563,3260,2024-07-22,78.91,completed
564,9578,2024-06-23,8.2,completed
565,1329,2024-06-09,29.3,completed
566,6924,2024-04-02,153.7,completed
567,976,2024-12-30,105.15,completed
568,9039,2024-03-08,60.77,completed
569,9792,2024-08-25,94.3,cancelled
570,2271,2024-09-25,110.29,completed
571,4171,2024-01-15,17.87,completed
572,7219,2024-08-19,45.08,completed
573,8362,2024-03-10,167.81,completed
574,6428,2024-10-05,79.95,completed
575,7352,2024-07-13,83.47,completed
576,4813,2024-08-25,64.8,completed
577,6896,2024-02-04,11.17,completed
578,5691,2024-08-31,40.25,completed
579,9396,2024-11-16,90.28,completed
580,2683,2024-10-30,45.97,completed
581,8858,2024-04-26,26.71,completed
582,5647,2024-05-15,30.14,completed
583,4521,2024-06-11,170.11,completed
584,3091,2024-01-02,43.92,completed
585,2392,2024-08-04,147.95,refunded
586,8742,2024-04-01,83.76,completed
587,657,2024-03-15,55.43,cancelled
588,287,2024-02-15,34.63,completed
589,5532,2024-07-24,107.14,completed
590,8320,2024-02-07,135.92,cancelled
591,7482,2024-08-28,114.43,completed
592,3912,2024-05-20,19.87,refunded
593,771,2024-12-01,43.82,completed
594,637,2024-10-22,48.34,completed
595,9708,2024-07-28,8.69,completed
596,8664,2024-07-16,93.63,completed
597,2669,2024-03-26,103.33,completed
598,2073,2024-06-29,100.81,completed
599,7140,2024-10-26,89.34,completed
600,6528,2024-08-31,51.79,completed
601,2309,2024-09-13,33.43,completed
602,664,2024-03-21,51.64,completed
603,9864,2024-04-17,84.25,completed
604,9638,2024-01-21,157.27,completed
605,1023,2024-03-16,70.78,completed
606,4032,2024-02-13,68.97,cancelled
607,6906,2024-11-05,9.7,completed
608,9842,2024-02-27,88.36,completed
609,418,2024-09-23,164.97,completed
610,2680,2024-11-23,61.15,completed
611,7796,2024-12-19,57.61,completed
612,7915,2024-07-03,49.1,completed
613,3243,2024-07-12,109.7,completed
614,4735,2024-03-09,9.15,completed
615,536,2024-03-03,148.05,completed
616,761,2024-09-17,55.62,completed
617,5939,2024-12-24,89.53,refunded
618,5789,2024-01-17,115.75,cancelled
619,2194,2024-01-21,29.8,completed
620,1730,2024-09-07,65.64,completed
621,4201,2024-05-21,54.67,completed
622,4534,2024-04-20,23.58,completed
623,1660,2024-03-22,135.19,completed
624,7665,2024-06-17,51.19,cancelled
625,6756,2024-04-07,22.64,completed
626,4963,2024-05-09,68.74,completed
627,4504,2024-08-27,16.88,completed
628,2492,2024-11-08,45.98,completed
629,8942,2024-12-11,83.03,completed
630,1603,2024-10-21,15.07,completed
631,8796,2024-06-24,104.84,completed
632,8104,2024-01-17,71.49,completed
633,8860,2024-02-10,116.21,completed
634,6727,2024-10-14,115.32,completed
635,6661,2024-01-21,44.67,completed
636,9996,2024-12-25,45.7,cancelled
637,2265,2024-07-27,94.35,completed
638,3649,2024-03-09,25.65,completed
639,3896,2024-03-02,25.81,completed
640,8134,2024-11-01,39.62,completed
641,1334,2024-01-12,18.47,completed
642,8187,2024-07-07,22.39,cancelled
643,7403,2024-07-18,23.13,completed
644,7743,2024-02-15,51.34,completed
645,5251,2024-01-28,49.44,completed
646,9431,2024-12-13,128.59,completed
647,5424,2024-04-01,52.08,completed
648,5642,2024-10-07,61.86,completed
649,1319,2024-06-21,201.89,completed
650,7200,2024-08-18,4.95,completed
651,8384,2024-08-13,77.27,completed
652,6919,2024-05-06,55.69,completed
653,6097,2024-06-11,83.12,completed
654,856,2024-03-18,41.77,completed
655,9914,2024-10-17,51.81,completed
656,1349,2024-09-19,152.39,cancelled
657,7096,2024-12-14,93.42,completed
658,942,2024-05-06,53.93,refunded
659,3866,2024-03-30,34.15,cancelled
660,9205,2024-10-29,25.56,completed
661,5505,2024-02-12,44.03,completed
662,8910,2024-05-06,57.81,cancelled
663,5272,2024-03-29,201.39,completed
664,5264,2024-02-08,73.16,completed
665,1869,2024-04-02,37.8,completed
666,996,2024-10-13,4.98,completed
667,3113,2024-06-09,33.29,completed
668,2139,2024-12-03,44.08,completed
669,4759,2024-03-18,78.52,completed
670,5985,2024-05-25,45.43,completed
671,6648,2024-12-12,207.62,completed
672,5062,2024-03-26,54.69,completed
673,1016,2024-01-29,131.6,completed
674,5659,2024-07-01,13.73,completed
675,8312,2024-08-15,62.96,completed
676,1080,2024-07-07,33.6,completed
677,2246,2024-01-22,134.09,completed
678,8538,2024-12-11,47.93,completed
679,1115,2024-06-18,155.27,completed
680,2227,2024-02-26,103.85,completed
681,520,2024-03-24,42.91,completed
682,2349,2024-12-26,25.12,completed
683,5163,2024-08-24,35.42,completed
684,2553,2024-06-25,51.86,completed
685,3554,2024-03-10,103.38,completed
686,3587,2024-05-30,64.63,completed
687,3334,2024-05-25,116.72,completed
688,1059,2024-02-22,163.42,completed
689,7923,2024-06-26,67.28,refunded
690,647,2024-10-06,27.76,completed
691,3078,2024-03-16,85.94,completed
692,8206,2024-09-02,222.77,completed
693,250,2024-05-19,121.3,refunded
694,7140,2024-04-14,81.27,completed
695,5330,2024-03-19,31.14,completed
696,8301,2024-05-10,56.23,refunded
697,5677,2024-02-19,14.71,completed
698,7383,2024-01-13,23.72,completed
699,1338,2024-09-25,87.22,completed
700,8374,2024-08-08,11.44,completed
701,5692,2024-01-24,49.82,completed
702,3290,2024-04-18,21.31,cancelled
703,3852,2024-02-23,24.85,completed
704,5899,2024-02-13,68.22,completed
705,7542,2024-11-26,35.47,completed
706,9111,2024-06-29,17.37,completed
707,8414,2024-06-27,41.66,completed
708,875,2024-06-11,16.75,completed
709,9581,2024-03-07,148.86,completed
710,6951,2024-10-22,107.4,completed
711,6733,2024-05-13,107.07,completed
712,1674,2024-03-26,32.56,completed
713,2927,2024-12-10,89.3,completed
714,2866,2024-04-24,75.82,completed
715,1281,2024-08-22,34.77,completed
716,9385,2024-03-01,61.54,completed
717,3355,2024-11-02,13.96,completed
718,9914,2024-11-04,25.75,completed
719,9582,2024-09-04,60.23,completed
720,2457,2024-08-25,43.68,completed
721,497,2024-12-17,83.73,completed
722,5003,2024-03-06,35.59,completed
723,3918,2024-08-12,49.1,cancelled
724,7610,2024-08-02,64.18,refunded
725,9217,2024-11-28,33.05,completed
726,8496,2024-03-30,48.42,completed
727,2024,2024-02-03,75.43,completed
728,120,2024-06-08,177.51,completed
